,Count of Amenities,bathrooms,bedrooms,fee,price,square_feet,costRange,allowedPets
73197,3,1.0,2,0,990.0,550,1,0
73198,5,1.0,1,0,1340.0,880,2,0
73199,2,1.0,1,0,645.0,740,1,0
73200,2,1.0,3,0,1000.0,920,2,0
73201,2,1.0,1,0,525.0,600,1,0
73202,8,1.5,2,0,769.0,857,1,0
73203,6,2.0,3,0,1595.0,1248,2,0
73204,6,1.0,1,0,655.0,608,1,1
73205,2,2.0,3,0,1938.0,1257,2,1
73206,0,1.0,1,0,620.0,620,2,0
73207,4,2.0,3,0,1830.0,1285,2,0
73208,0,1.0,1,0,1824.0,529,3,1
73209,8,2.0,2,0,1090.0,975,2,1
73210,2,1.0,1,0,1020.0,783,1,0
73211,9,1.0,1,0,690.0,420,2,1
73212,2,1.0,2,0,625.0,350,1,0
73214,6,2.0,2,0,2000.0,1140,2,0
73215,1,1.0,1,0,1430.0,672,2,0
73216,4,2.0,2,0,1550.0,1214,2,1
73217,4,2.0,2,0,1555.0,1115,2,1
73218,12,2.0,2,0,1095.0,1097,1,1
73219,11,1.0,1,0,875.0,782,1,1
73220,4,1.0,1,0,995.0,630,2,0
73221,3,1.0,1,0,840.0,500,2,0
73222,4,1.0,1,0,872.0,480,2,0
73223,1,1.0,1,0,1135.0,500,2,0
73224,5,2.0,2,0,1240.0,876,1,0
73225,3,1.0,1,0,1155.0,608,2,1
73226,5,2.0,2,0,1216.0,876,1,0
73227,3,1.0,1,0,1234.0,704,2,1
73228,1,1.0,2,0,1000.0,870,1,0
73229,4,2.0,2,0,939.0,1125,1,0
73230,5,1.0,0,0,700.0,514,1,1
73231,2,1.0,1,0,941.0,743,2,0
73232,4,2.0,2,0,1050.0,1000,1,1
73233,1,1.0,1,0,919.0,560,2,1
73234,2,1.0,1,0,820.0,712,1,0
73235,3,1.0,1,0,2158.0,730,3,0
73236,1,1.0,1,0,735.0,718,1,0
73237,3,1.0,1,0,589.0,574,1,0
73238,2,1.0,1,0,2394.0,948,3,0
73239,0,1.0,1,0,600.0,790,1,0
73240,0,1.0,1,0,1205.0,834,3,1
73241,1,1.0,1,0,1430.0,746,2,1
73242,4,1.0,1,0,1248.0,782,2,1
73243,3,1.0,2,0,767.0,950,1,0
73244,3,1.0,1,0,1105.0,791,2,1
73245,1,2.0,2,0,1210.0,1149,3,1
73246,2,1.0,1,0,599.0,444,1,1
73247,4,2.0,3,0,1330.0,1300,1,0
73248,8,1.0,1,0,1930.0,544,3,0
73249,0,1.0,1,0,695.0,900,1,0
73251,1,1.0,1,0,638.0,608,1,1
73252,3,1.0,1,0,699.0,800,1,0
73253,9,2.0,2,0,1255.0,1042,2,0
73254,4,1.0,1,0,2470.0,893,3,0
73255,6,1.0,1,0,1195.0,712,2,0
73256,2,1.0,1,0,680.0,700,1,1
73257,10,1.0,1,0,895.0,721,1,1
73258,6,1.0,1,0,1377.0,860,2,1
73259,9,1.0,1,0,754.0,841,1,1
73260,5,2.5,2,0,1235.0,1122,2,0
73261,4,2.0,2,0,1496.0,1136,2,0
73262,1,1.0,1,0,1269.0,626,2,1
73263,3,1.0,1,0,1411.0,884,2,1
73264,1,2.0,2,0,2599.0,1070,3,0
73265,4,2.0,2,0,1877.0,1235,2,0
73266,4,1.0,2,0,1535.0,884,2,0
73267,4,2.0,3,0,1669.0,1235,2,1
73268,4,2.0,2,0,1349.0,1213,1,0
73270,11,1.5,2,0,987.0,986,1,1
73271,6,2.0,2,0,1583.0,880,2,0
73272,5,1.0,1,0,1280.0,822,3,1
73273,6,1.0,1,0,1009.0,539,2,0
73274,6,1.0,2,0,850.0,819,1,0
73275,4,1.0,1,0,1315.0,815,3,1
73276,2,2.0,2,0,1379.0,1181,2,1
73277,6,1.0,1,0,907.0,750,1,0
73278,1,1.0,1,0,1060.0,619,2,1
73279,3,2.0,2,0,1415.0,1082,2,0
73280,4,2.0,2,0,1032.0,1168,1,1
73281,3,1.0,1,0,1356.0,857,2,1
73282,7,2.0,2,0,765.0,920,1,0
73283,4,2.0,2,0,1240.0,984,2,1
73284,0,1.0,2,0,2251.0,1064,2,0
73285,6,2.0,2,0,952.0,1168,1,0
73286,0,2.0,3,0,1678.0,1313,1,1
73287,6,1.0,1,0,871.0,750,1,0
73288,3,1.0,3,0,1961.0,1162,3,0
73289,1,2.0,2,0,1507.0,1155,3,1
73291,0,1.0,2,0,1000.0,700,2,0
73292,2,1.0,1,0,1560.0,864,2,0
73293,4,1.0,2,0,850.0,900,1,0
73294,9,1.0,2,0,760.0,775,2,1
73295,11,2.0,2,0,1325.0,1087,3,1
73296,4,1.0,2,0,1009.0,926,1,1
73297,6,2.0,3,0,1173.0,1367,1,0
73298,4,1.0,3,0,1510.0,739,3,0
73299,4,1.0,1,0,1025.0,660,1,0
73300,4,1.0,0,0,890.0,440,1,0
73301,4,2.0,2,0,825.0,900,1,0
73302,3,2.0,2,0,851.0,1020,1,0
73303,3,1.0,1,0,1133.0,865,2,0
73304,3,1.5,2,0,1335.0,800,3,0
73305,3,2.0,2,0,1195.0,810,2,0
73306,4,1.0,2,0,830.0,950,1,1
73307,8,2.0,2,0,1155.0,1100,3,1
73308,8,2.0,2,0,1120.0,1150,3,1
73309,7,1.0,1,0,790.0,680,1,1
73310,5,2.0,2,0,1315.0,962,2,0
73311,7,2.0,2,0,1736.0,1045,3,1
73312,0,1.0,2,0,855.0,790,1,1
73313,3,1.0,1,0,1494.0,779,3,1
73314,1,1.0,1,0,1294.0,804,2,0
73315,1,2.0,2,0,1400.0,1310,1,0
73316,2,1.0,2,0,1434.0,850,3,0
73317,0,1.0,1,0,1149.0,726,2,0
73318,2,1.0,1,0,1395.0,691,3,0
73319,0,2.0,3,0,1090.0,1238,2,0
73320,12,1.0,2,0,900.0,871,1,1
73321,0,1.5,3,0,750.0,1081,1,0
73322,4,2.0,2,0,750.0,762,1,0
73323,7,1.0,1,0,987.0,762,2,0
73324,5,2.0,2,0,1165.0,1057,3,1
73325,0,1.0,1,0,795.0,982,1,0
73326,14,1.5,2,0,1019.0,1040,2,1
73327,0,1.0,1,0,1199.0,726,2,0
73328,6,2.0,2,0,1130.0,956,2,0
73329,6,1.0,2,0,1530.0,1154,2,1
73330,5,2.0,2,0,1565.0,1072,3,1
73331,2,1.5,2,0,865.0,1100,1,0
73332,3,2.0,3,0,995.0,1262,1,0
73333,2,2.5,2,0,1402.0,1332,2,0
73334,4,1.0,2,0,1519.0,931,2,1
73336,3,1.0,1,0,590.0,569,1,0
73338,3,2.0,2,0,1159.0,1300,2,0
73339,0,1.0,1,0,1277.0,758,2,0
73340,0,3.0,3,0,1969.0,1408,2,0
73341,0,3.0,3,0,1944.0,1408,2,0
73342,4,2.0,2,0,1200.0,966,2,1
73343,5,2.0,2,0,1114.0,1186,2,0
73344,1,2.0,2,0,2455.0,1230,3,1
73345,4,2.0,2,0,1305.0,983,2,1
73346,1,2.0,2,0,1190.0,1024,2,0
73347,0,1.0,1,0,845.0,653,2,1
73348,5,1.0,1,0,980.0,720,2,1
73349,1,1.0,1,0,1434.0,744,3,1
73350,4,2.0,2,0,775.0,1000,1,0
73351,3,1.0,2,0,990.0,927,2,0
73352,3,2.0,3,0,1652.0,1573,2,0
73353,0,2.0,2,0,860.0,755,2,0
73354,1,2.0,2,0,2370.0,1230,3,1
73355,4,1.0,1,0,1199.0,635,2,1
73356,2,1.0,1,0,1474.0,762,3,0
73357,13,1.5,2,0,1090.0,1020,1,1
73358,13,2.0,3,0,1390.0,1257,2,1
73359,2,1.0,1,0,1375.0,825,2,0
73360,13,1.0,1,0,820.0,710,1,1
73361,4,2.0,2,0,1345.0,1120,2,0
73362,3,1.5,2,0,1125.0,1000,2,0
73363,2,1.0,1,0,1645.0,936,3,1
73364,0,1.0,1,0,818.0,630,2,1
73365,1,2.0,2,0,935.0,1033,2,0
73366,3,2.0,3,0,1300.0,1500,2,0
73367,10,2.0,3,0,1750.0,1286,2,0
73368,2,2.0,2,0,2445.0,1086,3,0
73369,2,1.0,2,0,2284.0,821,3,1
73370,2,2.0,2,0,1452.0,1082,3,0
73371,1,2.0,2,0,2400.0,1058,3,1
73372,3,2.0,3,0,1874.0,1560,3,0
73373,1,1.0,1,0,985.0,739,2,0
73374,5,1.0,1,0,815.0,675,2,0
73375,2,1.0,2,0,1150.0,476,2,0
73376,3,2.0,3,0,1878.0,1560,3,1
73377,9,2.0,3,0,1584.0,1430,2,0
73378,3,1.0,1,0,800.0,600,1,0
73379,0,1.0,2,0,750.0,650,1,0
73380,5,2.0,2,0,1510.0,1134,3,0
73381,4,1.0,1,0,1065.0,691,2,1
73382,2,1.0,2,0,1655.0,695,3,0
73383,2,1.0,2,0,1150.0,650,2,0
73384,4,1.0,2,0,1400.0,910,2,0
73385,3,1.0,1,0,969.0,640,2,1
73386,4,2.0,2,0,1259.0,1039,2,0
73387,4,1.0,1,0,885.0,460,2,0
73388,1,2.0,2,0,1179.0,1010,2,1
73389,4,1.0,1,0,1045.0,742,2,1
73390,5,2.0,3,0,1515.0,1202,2,0
73391,2,1.0,2,0,795.0,770,1,0
73392,3,2.0,2,0,1460.0,1121,2,1
73393,8,2.0,2,0,1180.0,1366,3,1
73394,4,2.0,3,0,1580.0,1371,2,1
73395,1,2.0,2,0,1332.0,1157,2,0
73396,4,1.0,1,0,1130.0,826,2,0
73397,1,1.0,2,0,1050.0,825,3,0
73398,9,1.0,1,0,1775.0,743,3,1
73399,0,1.0,1,0,1385.0,756,1,1
73400,2,1.0,2,0,660.0,785,1,0
73401,4,1.0,1,0,1099.0,866,2,1
73402,2,2.0,2,0,1620.0,965,3,1
73403,9,1.0,1,0,1730.0,743,3,1
73404,2,1.0,1,0,895.0,671,1,0
73405,6,2.0,2,0,1170.0,992,1,0
73406,2,1.0,2,0,1700.0,802,3,1
73407,6,1.0,1,0,1202.0,757,3,0
73408,5,1.0,1,0,1029.0,655,2,1
73409,1,1.0,2,0,1095.0,1000,3,1
73410,1,1.0,2,0,800.0,850,1,0
73411,1,1.0,1,0,1161.0,756,1,0
73412,2,1.0,1,0,695.0,825,3,0
73413,4,2.0,2,0,1460.0,921,3,0
73414,11,2.0,2,0,960.0,925,2,1
73415,4,1.0,1,0,1205.0,774,2,0
73416,3,1.0,1,0,1200.0,555,2,0
73417,5,1.0,1,0,855.0,528,2,0
73418,3,2.0,2,0,1325.0,1294,2,0
73419,2,1.0,1,0,1210.0,1151,2,0
73420,3,1.0,1,0,1175.0,1151,2,0
73422,1,1.0,3,0,679.0,750,2,0
73423,6,1.0,2,0,884.0,1096,2,0
73424,6,2.0,2,0,1010.0,829,2,0
73425,4,1.0,2,0,971.0,1096,2,0
73426,4,1.0,1,0,758.0,819,2,0
73427,0,2.0,2,0,1899.0,1225,2,0
73428,0,1.0,1,0,1541.0,923,3,1
73429,1,1.0,1,0,750.0,502,1,0
73430,2,2.0,2,0,1860.0,1433,2,0
73431,2,2.0,2,0,1790.0,1375,2,0
73432,3,2.0,3,0,1535.0,1256,2,1
73433,3,1.0,2,0,740.0,925,1,1
73434,9,2.0,2,0,1425.0,927,2,0
73435,1,1.0,2,0,763.0,850,2,1
73436,5,1.0,2,0,647.0,430,1,0
73437,13,2.0,2,0,999.0,963,2,1
73438,2,2.0,3,0,1799.0,1433,2,1
73439,4,1.0,1,0,2365.0,935,2,0
73440,4,1.0,1,0,1465.0,758,3,0
73441,5,1.0,1,0,965.0,868,1,1
73442,6,2.0,2,0,1801.0,1367,2,0
73443,2,1.0,2,0,650.0,1144,2,0
73444,7,1.0,1,0,940.0,576,2,1
73445,3,2.0,2,0,1330.0,1222,3,0
73446,8,2.0,2,0,1350.0,997,3,0
73447,3,1.0,2,0,820.0,915,2,0
73448,1,1.0,1,0,1095.0,576,3,0
73449,1,1.0,3,0,995.0,800,2,0
73450,3,2.0,2,0,1050.0,994,2,1
73451,3,2.0,2,0,2045.0,1137,3,0
73452,3,1.0,1,0,945.0,724,2,0
73453,7,2.0,3,0,1734.0,1200,3,1
73454,5,1.0,2,0,1603.0,903,3,1
73455,3,1.0,1,0,699.0,520,2,0
73456,1,2.0,2,0,1295.0,1124,2,1
73457,6,2.0,2,0,1357.0,1252,3,0
73458,9,1.0,2,0,1070.0,801,2,1
73459,3,2.0,3,0,2525.0,1370,3,0
73460,4,1.0,1,0,795.0,620,2,1
73461,2,2.0,2,0,1535.0,921,2,0
73462,2,1.0,1,0,1320.0,809,2,0
73463,9,1.0,1,0,995.0,780,2,1
73464,3,2.0,2,0,1230.0,1108,2,1
73465,9,1.0,2,0,930.0,840,2,0
73466,0,2.0,2,0,2118.0,1174,3,1
73467,10,1.0,1,0,1350.0,657,3,1
73468,2,2.0,2,0,1690.0,921,2,0
73469,16,2.0,3,0,1515.0,1159,2,1
73470,8,2.0,2,0,1510.0,955,3,0
73471,7,2.0,2,0,1258.0,1183,2,1
73472,12,2.0,2,0,1180.0,1108,2,1
73473,5,1.0,2,0,780.0,870,2,1
73474,16,2.0,2,0,1545.0,1159,2,1
73475,2,1.0,2,0,523.0,358,1,0
73476,3,1.0,4,0,1395.0,1218,2,0
73478,12,2.0,3,0,1260.0,1438,3,1
73479,12,2.0,3,0,1515.0,1438,3,1
73480,5,1.0,1,0,1159.0,769,3,1
73481,2,1.0,2,0,1850.0,941,3,0
73482,2,1.0,1,0,1665.0,765,3,0
73483,1,1.0,2,0,872.0,496,2,1
73484,4,1.5,3,0,1350.0,1300,3,0
73485,2,1.0,2,0,1865.0,915,3,0
73486,7,2.0,2,0,1387.0,1111,2,1
73487,10,2.0,2,0,1250.0,1044,2,0
73488,6,2.0,3,0,1440.0,1166,2,1
73489,0,2.0,2,0,2013.0,1241,2,1
73490,3,2.0,2,0,1355.0,895,3,0
73491,0,2.0,4,0,1550.0,1499,2,1
73492,6,2.0,2,0,2205.0,1339,3,0
73493,0,1.0,2,0,1350.0,1350,2,0
73494,3,2.0,3,0,2025.0,1480,2,0
73495,2,2.0,2,0,1935.0,1039,3,0
73496,10,2.0,2,0,1160.0,1050,2,1
73497,10,1.0,1,0,995.0,763,2,0
73498,4,1.5,2,0,1199.0,850,2,1
73499,2,2.0,2,0,1346.0,1117,2,0
73500,4,2.0,3,0,2340.0,1468,3,0
73501,6,2.0,2,0,1240.0,1027,2,1
73502,4,1.0,1,0,1360.0,633,3,0
73503,5,1.0,1,0,1320.0,677,3,1
73504,1,1.0,1,0,820.0,700,2,0
73505,2,2.0,2,0,1955.0,1039,3,0
73506,3,2.0,2,0,2540.0,1412,3,0
73507,5,1.0,1,0,1550.0,900,3,0
73508,13,1.0,1,0,1950.0,710,3,1
73509,4,2.5,2,0,2360.0,1324,3,1
73510,3,1.0,1,0,1425.0,801,2,1
73511,5,1.0,2,0,850.0,1100,1,0
73512,8,1.0,1,0,920.0,750,2,1
73513,1,2.0,2,0,1420.0,887,3,0
73514,9,1.0,1,0,1058.0,741,2,1
73515,9,1.0,1,0,1104.0,741,2,1
73516,3,1.0,2,0,899.0,430,2,0
73517,0,1.0,1,0,2200.0,815,3,0
73518,7,2.0,2,0,1075.0,1000,2,1
73519,13,2.0,2,0,1099.0,823,2,1
73520,5,2.0,2,0,1090.0,1000,2,0
73521,3,1.0,1,0,1570.0,984,3,0
73522,3,1.0,1,0,1530.0,984,3,0
73523,2,2.0,2,0,1650.0,1273,3,0
73525,4,2.0,2,0,1260.0,1070,2,1
73526,1,1.0,1,0,1000.0,750,2,0
73527,4,1.0,1,0,1090.0,823,2,1
73528,4,2.0,3,0,1971.0,1467,3,0
73529,13,1.5,2,0,1049.0,797,2,1
73530,3,2.0,2,0,1270.0,1137,2,0
73531,2,1.0,1,0,1435.0,794,2,0
73532,6,2.0,2,0,1160.0,1033,2,0
73533,3,2.0,2,0,2570.0,1138,3,0
73534,3,2.0,2,0,2815.0,1245,3,0
73535,0,2.0,2,0,938.0,1037,2,0
73536,9,1.0,1,0,1391.0,840,3,1
73537,4,2.0,3,0,2383.0,1450,3,1
73539,9,1.0,1,0,1209.0,669,2,0
73540,5,2.0,3,0,1215.0,1208,2,0
73541,2,1.0,3,0,1289.0,617,3,0
73542,0,2.0,1,0,1395.0,1145,2,1
73544,3,2.0,2,0,1350.0,850,3,0
73545,12,1.0,1,0,1445.0,723,3,1
73546,3,1.0,2,0,735.0,950,2,0
73547,2,1.0,1,0,925.0,652,3,1
73548,5,2.0,3,0,2685.0,1274,3,1
73549,1,1.0,1,0,1290.0,780,3,0
73550,3,1.0,1,0,1029.0,552,2,0
73551,2,1.0,2,0,1500.0,990,3,0
73552,1,2.0,2,0,980.0,925,2,0
73553,9,1.0,2,0,1510.0,950,3,1
73554,3,1.0,2,0,735.0,950,2,1
73555,2,2.0,2,0,1395.0,1260,2,0
73556,10,1.5,2,0,1604.0,968,3,0
73557,6,1.0,1,0,975.0,510,2,1
73558,2,1.0,1,0,1410.0,693,3,1
73559,11,2.0,2,0,822.0,1168,1,1
73560,2,1.0,1,0,1580.0,733,3,0
73561,5,2.0,2,0,1155.0,1092,2,0
73562,0,1.0,1,0,1600.0,746,3,0
73563,2,2.0,3,0,1685.0,1309,3,1
73564,4,1.0,1,0,1687.0,699,3,0
73565,3,1.0,1,0,1040.0,895,3,0
73566,7,2.5,3,0,1600.0,1623,2,0
73567,4,1.0,1,0,929.0,340,2,0
73568,3,1.0,2,0,1084.0,964,2,1
73569,3,1.0,1,0,714.0,771,1,1
73570,9,2.0,2,0,900.0,1150,1,0
73571,4,2.0,2,0,1775.0,1018,3,0
73572,9,1.0,2,0,875.0,756,2,0
73573,3,1.0,1,0,1475.0,880,3,0
73574,5,1.0,1,0,1400.0,564,3,0
73575,5,1.0,1,0,1221.0,816,2,0
73576,7,2.0,2,0,1346.0,1182,2,0
73577,2,2.0,2,0,1524.0,910,3,0
73578,13,1.0,1,0,1260.0,739,2,1
73579,4,2.0,2,0,1869.0,1059,3,1
73580,3,2.0,2,0,1935.0,945,3,0
73581,1,1.0,1,0,1355.0,797,2,0
73582,5,2.5,2,0,1532.0,1096,2,0
73583,0,1.0,1,0,1285.0,700,2,0
73584,8,1.0,2,0,1645.0,707,3,1
73585,1,2.0,2,0,575.0,921,2,1
73586,8,1.0,2,0,1795.0,615,3,1
73587,2,1.5,1,0,2145.0,868,3,1
73588,0,1.0,1,0,1405.0,797,2,0
73589,2,1.0,2,0,1328.0,600,3,0
73590,2,1.0,1,0,948.0,832,1,0
73591,12,1.0,1,0,1330.0,675,3,1
73592,2,2.0,2,0,1295.0,1210,2,0
73593,3,1.5,2,0,1410.0,864,3,0
73594,12,2.0,2,0,882.0,987,1,1
73595,0,1.0,2,0,1275.0,639,3,1
73596,4,2.0,2,0,1330.0,1028,2,1
73597,4,1.0,1,0,1076.0,600,3,0
73598,5,2.0,2,0,2135.0,1038,3,0
73599,14,1.0,1,0,1835.0,731,3,1
73600,2,2.0,2,0,1744.0,1000,3,0
73601,5,2.0,3,0,2295.0,1158,3,0
73602,5,2.0,3,0,1095.0,1112,1,1
73603,0,2.0,2,0,1205.0,1211,2,1
73604,2,2.5,3,0,1525.0,1386,1,1
73605,4,2.0,2,0,2250.0,1038,3,0
73606,7,2.0,2,0,864.0,1050,1,0
73607,4,2.0,2,0,2163.0,1041,3,1
73608,2,1.0,1,0,980.0,678,2,0
73609,5,1.0,2,0,2190.0,900,3,0
73610,1,1.0,1,0,980.0,598,3,0
73611,9,1.0,1,0,1079.0,523,2,0
73612,3,1.5,1,0,870.0,1160,1,0
73613,7,2.0,2,0,1684.0,1023,3,1
73614,1,1.0,2,0,1300.0,850,3,0
73615,1,1.0,2,0,575.0,525,1,0
73616,2,2.0,2,0,1810.0,1391,2,0
73617,2,2.0,2,0,1809.0,1133,3,0
73618,0,2.0,3,0,1295.0,1539,1,0
73619,2,1.0,2,0,490.0,875,1,0
73620,2,1.0,1,0,1075.0,700,3,1
73621,2,2.0,2,0,1339.0,1246,2,0
73622,3,2.0,2,0,1035.0,940,1,0
73623,8,2.0,3,0,1850.0,1343,2,1
73624,8,2.0,2,0,755.0,1050,1,1
73625,6,2.0,3,0,1215.0,1154,1,1
73626,3,1.0,2,0,2303.0,917,3,0
73627,0,2.0,2,0,1415.0,1050,3,0
73628,4,1.0,1,0,829.0,834,1,1
73629,1,1.0,2,0,550.0,1440,1,0
73630,1,1.0,1,0,1095.0,550,3,0
73631,4,1.0,1,0,1853.0,776,3,0
73632,1,2.0,2,0,1235.0,1168,1,1
73633,2,1.0,1,0,1677.0,817,3,1
73634,2,1.0,1,0,1241.0,736,3,1
73635,13,1.0,1,0,1390.0,819,3,1
73636,2,1.0,2,0,564.0,700,1,1
73637,5,1.0,1,0,845.0,583,1,1
73638,1,2.0,2,0,1673.0,1120,2,1
73639,3,1.0,2,0,1649.0,980,3,0
73640,6,1.0,1,0,1254.0,776,2,1
73641,0,2.0,2,0,2445.0,1051,3,1
73642,4,2.0,2,0,674.0,900,1,0
73643,0,1.0,2,0,550.0,850,1,1
73644,6,1.0,1,0,1324.0,830,3,1
73645,6,2.0,2,0,1685.0,1214,3,1
73646,8,2.0,2,0,1197.0,990,2,0
73647,5,2.0,2,0,870.0,1180,1,1
73648,0,1.0,1,0,2035.0,747,3,1
73649,16,1.0,1,0,1229.0,580,2,1
73650,3,2.0,2,0,2650.0,1168,3,1
73651,0,1.0,1,0,1090.0,746,2,0
73652,3,2.0,2,0,2610.0,1168,3,1
73653,11,2.0,2,0,1443.0,1083,2,1
73654,1,1.0,1,0,783.0,630,1,0
73655,1,1.0,1,0,1030.0,759,2,1
73656,0,1.0,1,0,1187.0,859,2,0
73657,5,1.0,1,0,1425.0,679,2,1
73658,15,2.0,2,0,925.0,890,1,1
73659,3,1.0,1,0,1210.0,989,2,0
73660,6,1.0,2,0,1351.0,816,3,0
73661,0,1.0,1,0,1321.0,948,2,0
73662,1,1.0,1,0,875.0,550,3,0
73663,7,1.0,1,0,1220.0,591,2,0
73664,2,2.0,2,0,1495.0,987,2,0
73665,11,1.0,1,0,969.0,745,2,1
73666,0,1.0,2,0,2383.0,812,3,0
73667,6,1.0,1,0,2275.0,820,3,0
73668,3,1.0,2,0,640.0,967,1,0
73669,0,2.0,2,0,1477.0,1060,2,0
73670,2,1.0,2,0,545.0,875,1,0
73671,5,1.0,2,0,2409.0,968,3,0
73672,2,2.0,2,0,1020.0,969,2,1
73673,4,1.5,2,0,1215.0,1155,3,0
73675,3,1.0,1,0,539.0,650,1,0
73676,8,1.0,1,0,990.0,766,2,1
73677,0,1.0,2,0,1315.0,630,3,0
73678,6,1.0,1,0,552.0,710,1,1
73679,0,2.0,3,0,1624.0,1248,3,0
73680,9,2.0,2,0,1280.0,1070,2,1
73681,5,1.0,2,0,784.0,895,2,0
73682,0,1.0,3,0,1506.0,1429,2,1
73683,0,1.0,1,0,610.0,550,1,0
73684,3,1.0,1,0,989.0,860,1,0
73685,2,1.0,1,0,1157.0,768,2,0
73686,9,1.0,1,0,875.0,736,2,1
73687,0,1.0,1,0,425.0,650,1,0
73688,9,1.0,1,0,1010.0,809,2,1
73689,1,1.0,2,0,600.0,888,1,0
73690,5,1.0,1,0,702.0,655,2,0
73691,3,2.0,2,0,1199.0,1069,2,0
73692,2,1.0,1,0,1972.0,851,3,1
73693,0,1.0,2,0,1695.0,802,3,1
73694,0,1.0,2,0,851.0,584,2,0
73695,0,1.0,1,0,2052.0,575,3,1
73696,4,2.0,2,0,2086.0,1215,3,0
73697,4,2.0,3,0,2235.0,1347,3,0
73698,1,2.0,3,0,1350.0,1385,2,0
73699,0,2.0,2,0,2300.0,1134,3,1
73700,5,1.0,1,0,2027.0,721,3,1
73701,0,1.0,1,0,1810.0,690,3,0
73702,2,2.0,3,0,1583.0,1257,2,1
73703,1,2.0,2,0,2165.0,954,3,1
73704,2,1.0,2,0,500.0,998,1,0
73705,1,1.0,2,0,1143.0,1000,2,0
73706,3,1.0,2,0,1492.0,900,3,0
73707,0,1.0,1,0,1070.0,737,2,0
73708,0,2.0,2,0,2442.0,960,3,0
73709,6,2.0,2,0,1209.0,971,2,0
73710,3,1.0,2,0,1562.0,900,3,0
73711,5,2.0,2,0,1916.0,1132,3,1
73712,5,1.0,1,0,1440.0,632,3,0
73713,5,1.0,1,0,1845.0,618,3,0
73714,5,1.0,1,0,1074.0,729,2,1
73715,2,1.0,1,0,999.0,808,2,0
73716,1,2.0,2,0,2320.0,915,3,0
73718,1,1.0,1,0,2115.0,871,3,0
73719,2,1.0,1,0,1134.0,982,2,0
73720,2,1.0,2,0,600.0,784,1,0
73721,5,1.0,1,0,1360.0,767,3,1
73722,5,1.0,1,0,1337.0,1070,3,0
73723,0,1.0,1,0,1449.0,719,3,0
73725,5,1.0,1,0,1405.0,767,3,0
73726,6,2.0,3,0,500.0,1080,1,1
73727,16,2.0,2,0,1760.0,1015,3,1
73728,7,1.0,2,0,480.0,880,1,1
73729,1,1.0,1,0,1024.0,808,2,0
73730,4,2.0,3,0,860.0,1065,1,1
73731,5,2.0,2,0,1230.0,896,2,0
73732,6,1.0,1,0,1318.0,631,2,0
73733,1,2.0,2,0,1625.0,1329,2,1
73734,9,2.0,2,0,1171.0,1000,2,1
73735,2,1.0,1,0,2365.0,713,3,1
73736,2,1.0,1,0,923.0,770,1,0
73737,9,2.0,3,0,930.0,1326,1,1
73738,2,1.0,1,0,2241.0,779,3,0
73739,15,2.0,3,0,1399.0,1226,2,1
73740,11,2.0,2,0,1791.0,1119,3,1
73741,2,1.0,2,0,1225.0,1040,2,0
73743,6,2.0,2,0,1475.0,814,2,1
73744,16,2.0,3,0,1850.0,1232,3,1
73746,1,1.0,1,0,1215.0,867,3,1
73747,3,1.0,1,0,1785.0,650,3,0
73748,3,2.0,2,0,1505.0,1292,2,1
73749,7,1.0,1,0,1469.0,815,2,0
73750,4,1.0,2,0,1450.0,1072,3,0
73751,7,2.0,2,0,750.0,938,1,0
73752,6,2.0,3,0,660.0,1125,1,0
73754,4,1.0,1,0,1820.0,650,3,0
73755,1,2.0,3,0,1784.0,1555,2,0
73756,5,2.0,2,0,1349.0,1102,2,0
73757,2,1.0,2,0,505.0,773,1,0
73758,0,1.0,2,0,1259.0,656,3,0
73759,4,2.0,3,0,1418.0,1176,2,1
73760,3,2.0,2,0,2925.0,1537,3,1
73761,4,1.0,1,0,400.0,522,1,0
73762,6,2.0,2,0,1270.0,1010,2,0
73763,1,1.0,1,0,800.0,276,2,0
73764,4,2.0,2,0,1539.0,1230,2,1
73765,1,1.0,1,0,895.0,750,2,0
73766,6,2.0,3,0,1650.0,1400,2,1
73767,2,1.0,1,0,1445.0,1136,2,0
73768,2,1.0,2,0,660.0,1032,3,0
73769,2,2.0,2,0,1485.0,1115,2,0
73770,7,1.0,1,0,619.0,700,1,1
73771,6,1.0,2,0,765.0,938,1,1
73772,1,1.0,1,0,680.0,800,3,1
73773,7,2.0,2,0,1102.0,1031,2,0
73774,4,1.0,1,0,1022.0,714,2,0
73775,0,2.0,2,0,977.0,1100,2,0
73776,1,1.0,1,0,1355.0,779,2,0
73777,12,1.0,1,0,945.0,672,2,1
73778,1,2.0,2,0,1101.0,785,2,1
73779,6,2.0,2,0,1354.0,1137,2,1
73780,1,2.0,3,0,1815.0,1518,2,1
73781,6,1.0,1,0,995.0,726,2,0
73782,8,2.0,2,0,980.0,1000,2,0
73783,3,2.0,2,0,2317.0,1240,3,1
73784,3,2.0,3,0,1453.0,1253,2,1
73785,3,1.0,1,0,929.0,787,2,0
73786,2,1.0,1,0,1125.0,795,2,0
73787,6,1.0,1,0,970.0,726,2,1
73788,2,1.0,1,0,1505.0,759,3,0
73789,4,1.0,1,0,475.0,612,1,0
73790,12,2.0,2,0,1210.0,995,2,1
73791,13,1.0,1,0,1201.0,825,2,1
73792,8,1.0,1,0,752.0,890,2,0
